case:concept:name,min,max,duration_days
declaration 10874,2018-09-17 16:25:33+00:00,2018-12-20 17:31:29+00:00,94.04578703703703
declaration 10886,2018-09-17 16:48:38+00:00,2018-12-20 17:31:29+00:00,94.02975694444444
declaration 10901,2018-09-27 12:35:05+00:00,2018-11-05 17:31:18+00:00,39.20570601851852
declaration 10912,2018-06-11 15:21:48+00:00,2018-07-09 17:31:26+00:00,28.09002314814815
declaration 10929,2018-06-16 22:55:14+00:00,2018-10-08 17:31:16+00:00,113.77502314814815
declaration 10939,2018-06-18 08:56:49+00:00,2018-08-27 17:31:17+00:00,70.35726851851852
declaration 10961,2018-06-21 09:39:03+00:00,2018-10-25 17:31:42+00:00,126.32822916666667
declaration 10986,2018-06-16 00:00:00+00:00,2018-07-05 17:31:35+00:00,19.730266203703703
declaration 11000,2018-06-21 12:55:45+00:00,2018-09-03 17:31:13+00:00,74.1912962962963
declaration 1101,2018-03-04 14:21:20+00:00,2018-06-07 17:31:37+00:00,95.13214120370371
declaration 11012,2018-06-22 22:45:52+00:00,2018-09-20 17:31:17+00:00,89.78153935185185
declaration 11025,2018-06-24 00:00:00+00:00,2018-09-03 17:31:13+00:00,71.73001157407407
declaration 11045,2018-06-24 18:02:25+00:00,2018-09-10 17:31:24+00:00,77.97846064814814
declaration 11062,2018-06-24 22:31:34+00:00,2018-11-15 17:31:19+00:00,143.79149305555555
declaration 11078,2018-06-25 11:46:55+00:00,2018-09-12 00:00:00+00:00,78.50908564814814
declaration 11080,2018-06-25 11:46:55+00:00,2018-10-11 17:31:07+00:00,108.23902777777778
declaration 11098,2018-06-25 11:52:41+00:00,2018-12-06 17:31:34+00:00,164.23533564814815
declaration 11114,2018-06-25 11:58:03+00:00,2018-09-27 17:31:24+00:00,94.23149305555556
declaration 11149,2018-06-17 00:00:00+00:00,2018-07-16 17:31:25+00:00,29.730150462962964
declaration 1116,2017-07-16 00:00:00+00:00,2018-03-26 17:31:13+00:00,253.73001157407407
declaration 11167,2018-06-28 22:24:42+00:00,2018-08-02 17:31:27+00:00,34.79635416666667
declaration 11177,2018-09-05 00:00:00+00:00,2018-10-11 17:31:07+00:00,36.72994212962963
declaration 11191,2018-09-28 11:34:01+00:00,2019-01-14 17:31:20+00:00,108.24813657407407
declaration 11223,2018-10-04 14:04:31+00:00,2018-11-15 17:31:19+00:00,42.14361111111111
declaration 11239,2018-10-07 00:00:00+00:00,2018-10-25 17:31:42+00:00,18.73034722222222
declaration 11250,2018-10-24 11:45:31+00:00,2018-12-14 00:00:00+00:00,50.51005787037037
declaration 1126,2018-03-04 23:50:45+00:00,2018-12-20 17:31:29+00:00,290.73662037037036
declaration 11264,2018-10-24 12:38:03+00:00,2018-11-29 17:31:20+00:00,36.203668981481485
declaration 11282,2018-11-01 15:59:25+00:00,2018-12-03 17:31:23+00:00,32.06386574074074
declaration 11293,2018-11-01 16:18:53+00:00,2018-12-17 17:31:08+00:00,46.05017361111111
declaration 11310,2018-11-05 10:19:33+00:00,2018-12-20 17:31:29+00:00,45.29995370370371
declaration 11325,2018-11-09 14:34:55+00:00,2018-12-10 17:31:27+00:00,31.122592592592593
declaration 11335,2018-11-09 14:35:21+00:00,2019-01-03 11:59:16+00:00,54.891608796296296
declaration 11348,2018-11-09 14:39:00+00:00,2018-12-18 12:53:18+00:00,38.92659722222222
declaration 11349,2018-11-09 14:39:00+00:00,2018-12-20 17:31:29+00:00,41.11978009259259
declaration 11363,2018-11-09 14:44:31+00:00,2018-12-20 17:31:29+00:00,41.115949074074074
declaration 1137,2018-03-05 10:13:19+00:00,2018-07-05 17:31:35+00:00,122.30435185185185
declaration 11423,2018-06-30 11:38:07+00:00,2018-08-16 17:31:23+00:00,47.24532407407408
declaration 11436,2018-07-04 21:27:31+00:00,2018-09-03 17:31:13+00:00,60.835902777777775
declaration 11453,2018-07-05 14:21:56+00:00,2018-09-24 17:31:07+00:00,81.13137731481481
declaration 11464,2018-07-06 11:34:48+00:00,2018-10-22 17:31:25+00:00,108.24765046296297
declaration 11477,2018-07-06 16:22:20+00:00,2018-08-27 17:31:17+00:00,52.04788194444444
declaration 11492,2018-07-06 16:29:30+00:00,2018-10-25 17:31:42+00:00,111.04319444444444
declaration 11524,2018-07-02 00:00:00+00:00,2018-08-23 17:31:15+00:00,52.73003472222222
declaration 11537,2018-07-07 00:00:00+00:00,2018-12-13 17:31:08+00:00,159.7299537037037
declaration 11548,2018-07-09 13:22:45+00:00,2018-08-09 17:31:39+00:00,31.172847222222224
declaration 11558,2018-07-01 00:00:00+00:00,2018-08-06 17:31:06+00:00,36.729930555555555
declaration 1157,2018-01-25 09:53:08+00:00,2018-03-29 17:31:11+00:00,63.31809027777778
declaration 11578,2018-07-09 18:54:20+00:00,2018-09-20 17:31:17+00:00,72.94232638888889
declaration 11595,2018-06-30 00:00:00+00:00,2018-07-25 13:31:51+00:00,25.563784722222223
declaration 11596,2018-06-30 00:00:00+00:00,2018-08-16 17:31:23+00:00,47.730127314814816
declaration 11618,2018-07-10 16:22:10+00:00,2018-09-27 17:31:24+00:00,79.04807870370371
declaration 11642,2018-07-10 16:27:10+00:00,2018-12-22 00:00:00+00:00,164.3144675925926
declaration 11658,2018-07-10 16:31:04+00:00,2018-09-27 17:31:24+00:00,79.04189814814815
declaration 11672,2018-07-11 15:25:27+00:00,2018-09-10 17:31:24+00:00,61.08746527777778
declaration 11684,2018-07-12 09:24:20+00:00,2018-09-10 17:31:24+00:00,60.338240740740744
declaration 11695,2018-07-12 23:41:43+00:00,2018-10-11 17:31:07+00:00,90.74263888888889
declaration 1170,2018-01-25 09:56:58+00:00,2018-02-08 17:31:11+00:00,14.31542824074074
declaration 11706,2018-07-13 13:34:24+00:00,2018-08-30 17:31:13+00:00,48.16445601851852
declaration 11717,2018-11-12 17:01:29+00:00,2018-12-10 17:31:27+00:00,28.020810185185184
declaration 11765,2018-11-22 13:18:09+00:00,2018-12-13 17:31:08+00:00,21.17568287037037
declaration 11778,2018-11-22 14:21:41+00:00,2018-12-10 17:31:27+00:00,18.131782407407407
declaration 11788,2018-11-23 07:39:49+00:00,2018-12-20 17:31:29+00:00,27.41087962962963
declaration 11798,2018-11-23 11:04:15+00:00,2018-12-03 17:31:23+00:00,10.268842592592593
declaration 11818,2018-11-26 05:03:02+00:00,2019-01-24 17:31:44+00:00,59.519930555555554
declaration 11828,2018-11-26 08:40:56+00:00,2019-01-07 17:31:13+00:00,42.36825231481482
declaration 11830,2018-11-26 08:40:56+00:00,2018-12-18 09:19:29+00:00,22.026770833333334
declaration 11831,2018-11-26 08:40:56+00:00,2018-12-18 09:19:57+00:00,22.027094907407406
declaration 11851,2018-11-26 08:41:05+00:00,2018-12-13 17:31:08+00:00,17.368090277777778
declaration 1186,2018-01-25 14:23:00+00:00,2018-02-26 17:31:27+00:00,32.13086805555555
declaration 11871,2018-11-27 10:38:03+00:00,2018-12-06 17:31:34+00:00,9.287164351851851
declaration 11882,2018-11-27 10:46:39+00:00,2018-12-20 17:31:29+00:00,23.28113425925926
declaration 11898,2018-02-02 00:00:00+00:00,2018-12-06 17:31:34+00:00,307.73025462962966
declaration 11921,2018-11-26 00:00:00+00:00,2018-12-06 17:31:34+00:00,10.730254629629629
declaration 11938,2018-07-14 12:59:18+00:00,2018-09-13 17:31:15+00:00,61.188854166666665
declaration 11949,2018-07-16 13:39:36+00:00,2018-09-10 17:31:24+00:00,56.16097222222222
declaration 11960,2018-07-17 14:39:34+00:00,2018-10-22 17:31:25+00:00,97.11934027777778
declaration 1197,2018-01-25 15:08:52+00:00,2018-03-15 17:31:15+00:00,49.098877314814814
declaration 11980,2018-07-19 11:30:01+00:00,2018-09-13 17:31:15+00:00,56.250856481481485
declaration 11990,2018-07-20 01:32:49+00:00,2018-09-27 17:31:24+00:00,69.66568287037038
declaration 12007,2018-07-21 21:15:37+00:00,2018-10-04 17:31:16+00:00,74.84420138888889
declaration 12021,2018-07-22 14:58:27+00:00,2018-10-08 17:31:16+00:00,78.10612268518518
declaration 12038,2018-07-23 12:59:30+00:00,2018-12-03 17:31:23+00:00,133.18880787037037
declaration 12049,2018-07-23 19:42:24+00:00,2018-09-03 09:08:16+00:00,41.55962962962963
declaration 12063,2018-07-24 13:45:55+00:00,2018-09-27 17:31:24+00:00,65.15658564814815
declaration 12075,2018-07-24 14:09:08+00:00,2018-10-01 17:31:14+00:00,69.14034722222222
declaration 12087,2018-07-25 10:11:28+00:00,2018-09-03 17:31:13+00:00,40.30538194444444
declaration 12098,2018-07-26 10:49:30+00:00,2018-10-18 17:31:17+00:00,84.2790162037037
declaration 12110,2018-07-26 12:54:50+00:00,2018-10-11 17:31:07+00:00,77.19186342592593
declaration 12126,2018-07-26 14:20:31+00:00,2018-10-25 17:31:42+00:00,91.13276620370371
declaration 1214,2018-01-26 10:20:31+00:00,2018-05-03 17:31:16+00:00,97.29913194444444
declaration 12142,2018-07-27 11:13:08+00:00,2018-10-15 17:31:12+00:00,80.26254629629629
declaration 12158,2018-11-22 00:00:00+00:00,2018-12-20 17:31:29+00:00,28.730196759259258
declaration 12172,2018-10-01 00:00:00+00:00,2018-12-13 17:31:08+00:00,73.7299537037037
declaration 12182,2018-12-01 12:21:39+00:00,2019-01-07 17:31:13+00:00,37.21497685185185
declaration 12194,2018-12-04 00:00:00+00:00,2019-01-17 17:31:39+00:00,44.7303125
declaration 12226,2018-12-06 14:58:25+00:00,2019-01-10 17:31:08+00:00,35.10605324074074
declaration 12259,2018-11-14 00:00:00+00:00,2018-12-20 17:31:29+00:00,36.73019675925926
declaration 12289,2018-07-27 19:38:18+00:00,2018-10-11 17:31:07+00:00,75.91167824074074
declaration 1231,2018-01-28 20:32:20+00:00,2018-02-26 17:31:27+00:00,28.874386574074073
declaration 12310,2018-07-31 12:56:09+00:00,2018-09-17 17:31:14+00:00,48.19103009259259
declaration 12327,2018-08-01 02:59:30+00:00,2018-12-06 17:31:34+00:00,127.60560185185186
declaration 12346,2018-08-01 11:12:49+00:00,2018-10-18 17:31:17+00:00,78.26282407407408
declaration 12362,2018-08-01 18:10:51+00:00,2018-09-20 17:31:17+00:00,49.97252314814815
declaration 12379,2018-08-02 11:02:05+00:00,2018-11-05 17:31:18+00:00,95.27028935185186
declaration 12396,2018-08-08 13:31:21+00:00,2018-11-19 17:31:19+00:00,103.16664351851851
declaration 12407,2018-08-08 13:49:06+00:00,2018-12-17 17:31:08+00:00,131.15418981481483
declaration 1241,2018-01-28 21:31:07+00:00,2018-07-02 17:31:20+00:00,154.8334837962963
declaration 12419,2018-08-10 14:10:01+00:00,2018-10-08 17:31:16+00:00,59.13975694444444
declaration 12439,2018-08-10 14:13:04+00:00,2018-10-11 17:31:07+00:00,62.13753472222222
declaration 12463,2018-08-11 15:56:18+00:00,2018-11-12 17:30:46+00:00,93.06560185185185
declaration 12479,2018-08-12 12:13:05+00:00,2018-12-20 17:31:29+00:00,130.2211111111111
declaration 12499,2018-08-12 12:26:51+00:00,2018-10-11 17:31:07+00:00,60.2112962962963
declaration 12513,2018-07-14 00:00:00+00:00,2018-10-01 17:31:14+00:00,79.73002314814815
declaration 12515,2018-07-14 00:00:00+00:00,2018-10-18 17:31:17+00:00,96.73005787037037
declaration 1254,2018-01-29 10:56:28+00:00,2018-02-08 17:31:11+00:00,10.274108796296296
declaration 1265,2018-01-07 00:00:00+00:00,2018-02-05 17:31:03+00:00,29.729895833333334
declaration 12674,2018-12-07 13:00:16+00:00,2019-02-04 17:31:21+00:00,59.18825231481482
declaration 12689,2018-12-09 17:41:05+00:00,2019-01-03 11:59:16+00:00,24.762627314814814
declaration 12737,2018-08-13 09:40:38+00:00,2018-09-28 00:00:00+00:00,45.59678240740741
declaration 12738,2018-08-13 09:40:38+00:00,2018-10-15 17:31:12+00:00,63.32678240740741
declaration 12740,2018-08-13 09:40:38+00:00,2018-10-11 17:31:07+00:00,59.32672453703704
declaration 1276,2018-01-29 12:35:36+00:00,2018-03-19 17:30:54+00:00,49.20506944444445
declaration 12777,2018-08-13 10:58:47+00:00,2018-10-11 17:31:07+00:00,59.272453703703704
declaration 12793,2018-08-14 11:48:30+00:00,2018-11-05 17:31:18+00:00,83.23805555555556
declaration 12804,2018-08-14 12:22:00+00:00,2018-09-27 17:31:24+00:00,44.21486111111111
declaration 12814,2018-08-14 14:07:48+00:00,2018-11-05 17:31:18+00:00,83.14131944444445
declaration 12830,2018-08-14 15:37:25+00:00,2018-11-08 17:31:14+00:00,86.07903935185185
declaration 12852,2018-08-14 20:58:43+00:00,2018-11-08 17:31:14+00:00,85.85591435185185
declaration 1287,2018-01-09 00:00:00+00:00,2018-02-15 17:31:19+00:00,37.73008101851852
declaration 12875,2018-08-15 11:05:38+00:00,2018-11-12 17:30:46+00:00,89.26745370370371
declaration 12887,2018-08-15 16:03:35+00:00,2018-10-04 17:31:16+00:00,50.060891203703704
declaration 12902,2018-08-16 10:19:46+00:00,2018-09-13 17:31:15+00:00,28.299641203703704
declaration 12913,2018-08-16 14:00:33+00:00,2018-11-12 17:30:46+00:00,88.14598379629629
declaration 12927,2018-08-16 14:19:52+00:00,2018-11-01 17:31:16+00:00,77.13291666666667
declaration 12945,2018-08-16 15:21:08+00:00,2018-10-25 17:31:42+00:00,70.09067129629629
declaration 12962,2018-08-16 21:51:38+00:00,2018-10-18 17:31:17+00:00,62.81920138888889
declaration 12976,2018-08-17 10:53:02+00:00,2018-11-08 17:31:14+00:00,83.27652777777777
declaration 12988,2018-08-17 14:51:14+00:00,2018-11-12 17:30:46+00:00,87.11078703703704
declaration 1300,2018-01-15 00:00:00+00:00,2018-02-08 17:31:11+00:00,24.729988425925924
declaration 13005,2018-08-17 16:18:41+00:00,2018-09-17 17:31:14+00:00,31.050381944444446
declaration 13024,2018-08-17 16:53:07+00:00,2018-11-29 17:31:20+00:00,104.02653935185185
declaration 13036,2018-08-20 11:47:23+00:00,2018-09-20 17:31:17+00:00,31.238819444444445
declaration 13117,2018-10-05 00:00:00+00:00,2018-12-20 17:31:29+00:00,76.73019675925926
declaration 13132,2018-10-03 00:00:00+00:00,2018-11-29 17:31:20+00:00,57.73009259259259
declaration 13147,2018-10-12 14:16:37+00:00,2018-12-17 17:31:08+00:00,66.13508101851852
declaration 13149,2018-10-12 14:16:37+00:00,2018-12-17 17:31:08+00:00,66.13508101851852
declaration 1315,2018-01-30 11:36:13+00:00,2018-02-12 17:31:21+00:00,13.24662037037037
declaration 13165,2018-10-12 14:26:22+00:00,2018-12-03 17:31:23+00:00,52.128483796296294
declaration 13180,2018-10-15 10:52:37+00:00,2018-11-05 17:31:18+00:00,21.276863425925924
declaration 13216,2018-12-14 14:08:52+00:00,2019-02-24 00:00:00+00:00,71.41050925925926
declaration 13232,2018-12-14 14:08:53+00:00,2019-02-24 00:00:00+00:00,71.41049768518519
declaration 13251,2018-10-08 16:06:14+00:00,2018-12-10 17:31:27+00:00,63.05917824074074
declaration 13278,2018-10-08 16:26:29+00:00,2018-11-05 17:31:18+00:00,28.045011574074074
declaration 1328,2018-01-23 00:00:00+00:00,2018-03-15 17:31:15+00:00,51.73003472222222
declaration 13288,2018-10-04 00:00:00+00:00,2018-10-18 17:31:17+00:00,14.73005787037037
declaration 13298,2018-10-15 12:22:16+00:00,2019-01-17 17:31:39+00:00,94.21484953703704
declaration 1330,2018-01-23 00:00:00+00:00,2018-03-05 10:19:41+00:00,41.43033564814815
declaration 13310,2018-10-15 12:23:20+00:00,2018-12-06 17:31:34+00:00,52.214050925925925
declaration 13321,2018-10-29 10:53:21+00:00,2019-04-01 06:00:51+00:00,153.796875
declaration 13333,2018-10-29 11:15:27+00:00,2019-07-11 17:31:17+00:00,255.26099537037038
declaration 13346,2018-10-29 11:35:32+00:00,2018-12-03 17:31:23+00:00,35.24711805555555
declaration 13356,2018-10-29 20:46:13+00:00,2018-12-17 17:31:08+00:00,48.864525462962966
declaration 13370,2018-11-05 11:36:35+00:00,2018-12-03 17:31:23+00:00,28.246388888888887
declaration 13383,2018-10-30 09:32:24+00:00,2019-01-07 17:31:13+00:00,69.33251157407408
declaration 13403,2018-11-12 14:02:20+00:00,2018-12-17 11:16:33+00:00,34.88487268518519
declaration 13404,2018-11-12 14:02:20+00:00,2018-12-20 17:31:29+00:00,38.145243055555554
declaration 13423,2018-11-12 14:03:26+00:00,2018-12-13 17:31:08+00:00,31.144236111111113
declaration 13458,2018-12-10 15:01:32+00:00,2019-01-24 17:31:44+00:00,45.104305555555555
declaration 1347,2018-01-30 16:09:41+00:00,2018-04-17 10:26:32+00:00,76.7617013888889
declaration 1348,2018-01-30 16:09:41+00:00,2018-05-07 17:31:14+00:00,97.05663194444445
declaration 13483,2018-10-20 00:00:00+00:00,2018-12-06 17:31:34+00:00,47.73025462962963
declaration 13494,2018-10-23 10:42:04+00:00,2018-12-17 17:31:08+00:00,55.28407407407408
declaration 13506,2018-10-24 10:38:59+00:00,2018-12-17 17:31:08+00:00,54.28621527777778
declaration 13519,2018-10-25 09:52:04+00:00,2018-12-10 17:31:27+00:00,46.319016203703704
declaration 13530,2018-10-30 10:41:07+00:00,2019-01-03 11:59:16+00:00,65.05427083333333
declaration 13544,2018-10-30 12:13:59+00:00,2018-12-17 17:31:08+00:00,48.22024305555556
declaration 13560,2018-10-30 12:16:37+00:00,2018-12-17 17:31:08+00:00,48.218414351851855
declaration 13573,2018-10-31 09:05:10+00:00,2018-11-22 17:31:33+00:00,22.351655092592594
declaration 13589,2018-11-03 00:00:00+00:00,2018-12-17 17:31:08+00:00,44.72995370370371
declaration 13618,2018-11-01 00:00:00+00:00,2019-03-31 00:00:00+00:00,150.0
declaration 13636,2018-11-06 12:36:47+00:00,2018-12-20 17:31:29+00:00,44.20465277777778
declaration 13646,2018-11-06 13:48:35+00:00,2018-11-15 17:31:19+00:00,9.154675925925925
declaration 13657,2018-11-06 16:56:54+00:00,2019-01-03 11:59:16+00:00,57.793310185185184
declaration 13688,2018-03-15 12:55:26+00:00,2018-08-23 17:31:15+00:00,161.19153935185184
declaration 13705,2018-03-15 14:11:30+00:00,2018-08-23 17:31:15+00:00,161.13871527777778
declaration 13719,2018-03-20 08:24:31+00:00,2018-06-11 17:31:18+00:00,83.37971064814815
declaration 1372,2018-01-31 18:28:17+00:00,2018-03-12 17:31:15+00:00,39.960393518518515
declaration 13740,2018-03-22 12:40:43+00:00,2018-07-05 17:31:35+00:00,105.20199074074074
declaration 13751,2018-03-22 21:45:39+00:00,2018-08-09 17:31:39+00:00,139.82361111111112
declaration 13762,2018-03-23 09:59:35+00:00,2018-04-09 17:30:58+00:00,17.313460648148148
declaration 13779,2018-03-27 16:12:23+00:00,2018-05-17 17:31:34+00:00,51.05498842592593
declaration 13798,2018-03-30 17:19:24+00:00,2018-10-01 17:31:14+00:00,185.0082175925926
declaration 13800,2018-03-30 17:19:24+00:00,2018-10-01 17:31:14+00:00,185.0082175925926
declaration 13802,2018-03-30 17:19:24+00:00,2018-10-01 17:31:14+00:00,185.0082175925926
declaration 13804,2018-03-30 17:19:24+00:00,2018-10-01 17:31:14+00:00,185.0082175925926
declaration 13806,2018-03-30 17:19:24+00:00,2018-10-01 17:31:14+00:00,185.0082175925926
declaration 13835,2018-04-02 12:47:48+00:00,2018-05-03 17:31:16+00:00,31.196851851851854
declaration 13852,2018-04-04 11:13:26+00:00,2018-04-19 17:31:31+00:00,15.26255787037037
declaration 13869,2018-04-05 13:50:23+00:00,2018-05-31 17:31:13+00:00,56.15335648148148
declaration 13884,2018-04-05 20:48:59+00:00,2018-08-16 17:31:23+00:00,132.86277777777778
declaration 1389,2018-02-01 09:06:38+00:00,2018-04-09 17:30:58+00:00,67.35023148148149
declaration 13899,2018-04-06 10:26:08+00:00,2018-06-14 17:31:31+00:00,69.29540509259259
declaration 13920,2018-04-16 13:39:08+00:00,2018-05-28 17:30:59+00:00,42.161006944444445
declaration 13938,2018-04-18 13:07:55+00:00,2018-08-20 17:31:17+00:00,124.18289351851851
declaration 13958,2018-04-18 13:12:34+00:00,2018-06-25 17:31:28+00:00,68.17979166666667
declaration 14027,2018-11-07 14:51:57+00:00,2019-01-03 11:59:16+00:00,56.88008101851852
declaration 14037,2018-10-06 00:00:00+00:00,2018-12-17 17:31:08+00:00,72.7299537037037
declaration 1404,2018-02-01 09:13:24+00:00,2018-06-14 17:31:31+00:00,133.34591435185186
declaration 14048,2018-11-08 16:22:11+00:00,2019-01-03 11:59:16+00:00,55.81741898148148
declaration 14083,2018-11-07 00:00:00+00:00,2018-12-20 17:31:29+00:00,43.73019675925926
declaration 14101,2018-09-08 00:00:00+00:00,2018-11-22 17:31:33+00:00,75.73024305555556
declaration 14112,2018-11-13 11:58:40+00:00,2019-01-07 17:31:13+00:00,55.2309375
declaration 14153,2018-12-04 09:33:48+00:00,2019-01-03 11:59:16+00:00,30.10101851851852
declaration 14168,2018-01-16 11:17:45+00:00,2018-04-30 17:31:11+00:00,104.2593287037037
declaration 14182,2018-01-17 09:31:18+00:00,2018-03-26 17:31:13+00:00,68.33327546296296
declaration 14195,2018-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,364.0
declaration 14197,2018-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,364.0
declaration 14198,2018-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,364.0
declaration 14200,2018-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,364.0
declaration 1421,2018-02-01 15:36:01+00:00,2018-08-13 17:31:11+00:00,193.07997685185185
declaration 14227,2018-01-17 11:51:48+00:00,2018-02-22 17:30:40+00:00,36.23532407407407
declaration 14239,2018-01-18 10:19:23+00:00,2018-03-15 17:31:15+00:00,56.29990740740741
